segment_id,edge_id,OD_id,type,length,matching_nodes,shared_distance,detour 
1737,[2982],76,0,500.00,[],[],[]
1738,[2981],76,0,500.00,[209],[3500],[0]
1739,[2980],76,0,500.00,[],[],[]
1740,[2979],76,0,500.00,[],[],[]
1741,[2978],76,0,500.00,[],[],[]
1742,[2977],76,0,500.00,[],[],[]
1743,[2976],76,0,500.00,[3294],[2000],[1000]
1744,[1403],76,0,500.00,"[3294, 3094]","[2000, 500]","[1000, 0]"
1745,[1402],76,0,500.00,"[3094, 3495]","[500, 1000]","[0, 1000]"
1746,[1401],76,0,500.00,"[5268, 6925, 3094, 3495]","[500, 500, 500, 1000]","[1000, 1000, 0, 1000]"
1747,[1400],76,0,500.00,[],[],[]
1748,"[288, 2560, 3431, 1159]",77,1,0.00,"[1201, 1825]","[5000, 6000]","[1000, 0]"
1749,[3430],77,0,500.00,"[1201, 1825]","[5000, 6000]","[1000, 1000]"
1750,[3429],77,0,500.00,[],[],[]
1751,[3428],77,0,500.00,[],[],[]
1752,[3427],77,0,500.00,"[6366, 2463]","[3000, 3000]","[0, 0]"
1753,[3426],77,0,500.00,"[6366, 2463]","[3000, 3000]","[0, 0]"
1754,[3425],77,0,500.00,"[6366, 2463]","[3000, 3000]","[1000, 1000]"
1755,[984],77,0,500.00,"[3266, 6366, 6782, 2463]","[2500, 3000, 2500, 3000]","[1000, 1000, 1000, 1000]"
1756,[983],77,0,500.00,"[3266, 5286, 5196, 6782]","[2500, 2000, 1000, 2500]","[1000, 1000, 0, 1000]"
1757,[982],77,0,500.00,"[5196, 6101, 5286]","[1000, 1500, 2000]","[0, 1000, 1000]"
1758,[981],77,0,500.00,"[5196, 6101, 5221]","[1000, 1500, 1000]","[0, 1000, 1000]"
1759,[980],77,0,500.00,"[5080, 5196, 5221]","[500, 1000, 1000]","[1000, 1000, 1000]"
1760,[979],77,0,500.00,[],[],[]
1761,"[3393, 897, 26]",78,1,0.00,"[3305, 4007, 1839]","[3500, 4000, 3500]","[1000, 1000, 0]"
1762,[896],78,0,500.00,"[3305, 1839]","[3500, 3500]","[1000, 1000]"
1763,[895],78,0,500.00,[5894],[1500],[0]
1764,[894],78,0,500.00,[5894],[1500],[0]
1765,[893],78,0,500.00,[5894],[1500],[0]
1766,[892],78,0,500.00,[5894],[1500],[1000]
1767,[891],78,0,500.00,[],[],[]
1768,[890],78,0,500.00,[],[],[]
1769,"[1226, 355, 2854, 1983]",79,1,0.00,[1848],[7000],[0]
1770,[356],79,0,500.00,"[1848, 6279]","[7000, 5500]","[1000, 0]"
1771,[357],79,0,500.00,[6279],[5500],[0]
1772,[358],79,0,500.00,[6279],[5500],[1000]
1773,[359],79,0,500.00,[],[],[]
1774,[360],79,0,500.00,[],[],[]
1775,[361],79,0,500.00,[],[],[]
1776,[362],79,0,500.00,[],[],[]
1777,[363],79,0,500.00,[],[],[]
1778,[364],79,0,500.00,[],[],[]
1779,[365],79,0,500.00,"[1484, 6735]","[1000, 1000]","[0, 0]"
1780,[366],79,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[0, 0, 0]"
1781,[367],79,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[0, 0, 0]"
1782,[3201],79,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[1000, 1000, 0]"
1783,[3200],79,0,500.00,[],[],[]
1784,"[2633, 1537, 1762]",80,1,0.00,[1864],[15500],[0]
1785,[1763],80,0,500.00,[1864],[15500],[1000]
1786,[1764],80,0,500.00,[2977],[14500],[1000]
1787,[1765],80,0,500.00,[2977],[14500],[1000]
1788,[754],80,0,500.00,[],[],[]
1789,[755],80,0,500.00,[],[],[]
1790,[756],80,0,500.00,[],[],[]
1791,[757],80,0,500.00,[],[],[]
1792,[758],80,0,500.00,[],[],[]
1793,[759],80,0,500.00,[],[],[]
1794,[760],80,0,500.00,[5413],[10500],[1000]
1795,[761],80,0,500.00,[5413],[10500],[1000]
1796,[762],80,0,500.00,[],[],[]
1797,[763],80,0,500.00,[3958],[8000],[0]
1798,[764],80,0,500.00,[3958],[8000],[0]
1799,[765],80,0,500.00,[3958],[8000],[0]
1800,[766],80,0,500.00,[3958],[8000],[1000]
1801,[767],80,0,500.00,[],[],[]
1802,[768],80,0,500.00,[],[],[]
1803,[769],80,0,500.00,[],[],[]
1804,[770],80,0,500.00,[],[],[]
1805,[771],80,0,500.00,[],[],[]
1806,[772],80,0,500.00,[],[],[]
1807,[773],80,0,500.00,[2301],[4000],[1000]
1808,[774],80,0,500.00,[2301],[4000],[1000]
1809,[775],80,0,500.00,[],[],[]
1810,[776],80,0,500.00,[],[],[]
1811,[777],80,0,500.00,[],[],[]
1812,[778],80,0,500.00,[],[],[]
1813,[779],80,0,500.00,[],[],[]
1814,[780],80,0,500.00,[],[],[]
1815,[781],80,0,500.00,[],[],[]
1816,"[2776, 1905, 1484, 613]",81,1,0.00,"[1897, 3117]","[9000, 8500]","[0, 0]"
1817,[614],81,0,500.00,"[1897, 3117]","[9000, 8500]","[1000, 1000]"
1818,[615],81,0,500.00,[],[],[]
1819,[616],81,0,500.00,[],[],[]
1820,[617],81,0,500.00,[],[],[]
1821,[618],81,0,500.00,"[1344, 4074]","[5500, 6500]","[0, 1000]"
1822,[619],81,0,500.00,"[1344, 4074]","[5500, 6500]","[0, 1000]"
1823,[620],81,0,500.00,[1344],[5500],[0]
1824,[621],81,0,500.00,[1344],[5500],[1000]
1825,[622],81,0,500.00,[],[],[]
1826,[623],81,0,500.00,[2103],[3000],[0]
1827,[624],81,0,500.00,[2103],[3000],[0]
1828,[625],81,0,500.00,[2103],[3000],[1000]
1829,[3123],81,0,500.00,[2103],[3000],[1000]
1830,[3122],81,0,500.00,[2927],[2000],[1000]
1831,[3121],81,0,500.00,"[3913, 5590, 2927]","[500, 500, 2000]","[0, 0, 1000]"
1832,[3120],81,0,500.00,"[3913, 5590]","[500, 500]","[0, 0]"
1833,[3119],81,0,500.00,"[3913, 3933, 5590]","[500, 500, 500]","[0, 1000, 0]"
1834,[3118],81,0,500.00,[],[],[]
1835,"[2444, 1155, 284, 3315]",82,1,0.00,"[2193, 5818, 1917]","[12500, 3500, 12000]","[1000, 1000, 0]"
1836,[1154],82,0,500.00,[1917],[12000],[1000]
1837,[1153],82,0,500.00,[],[],[]
1838,[1152],82,0,500.00,[],[],[]
1839,[1151],82,0,500.00,[],[],[]
1840,[1150],82,0,500.00,[],[],[]
1841,[2300],82,0,500.00,[],[],[]
1842,[2301],82,0,500.00,[290],[5000],[1000]
1843,[2302],82,0,500.00,[290],[5000],[1000]
1844,[2303],82,0,500.00,[],[],[]
1845,[2304],82,0,500.00,[],[],[]
1846,[2305],82,0,500.00,[],[],[]
1847,[2306],82,0,500.00,[],[],[]
1848,[2307],82,0,500.00,[],[],[]
1849,[2308],82,0,500.00,[],[],[]
1850,[2309],82,0,500.00,[],[],[]
1851,[2310],82,0,500.00,[],[],[]
1852,[2311],82,0,500.00,[],[],[]
1853,[2312],82,0,500.00,[],[],[]
1854,[2313],82,0,500.00,[],[],[]
1855,[2314],82,0,500.00,[],[],[]
1856,[2315],82,0,500.00,[],[],[]
1857,[2316],82,0,500.00,[],[],[]
1858,[2317],82,0,500.00,[4176],[500],[1000]
1859,[2318],82,0,500.00,[],[],[]
1860,"[3282, 2411, 1038, 167]",83,1,0.00,"[3537, 1943]","[4500, 4000]","[1000, 0]"
1861,[3281],83,0,500.00,"[1213, 3205, 1943]","[2500, 3500, 4000]","[0, 1000, 1000]"
1862,[1008],83,0,500.00,"[1213, 3205]","[2500, 3500]","[0, 1000]"
1863,[1007],83,0,500.00,[1213],[2500],[0]
1864,[1006],83,0,500.00,[1213],[2500],[1000]
1865,[1005],83,0,500.00,"[1953, 6069]","[1500, 1500]","[1000, 1000]"
1866,[1004],83,0,500.00,"[1953, 6069, 5254]","[1500, 1500, 1000]","[1000, 1000, 1000]"
1867,[1003],83,0,500.00,[5254],[1000],[1000]
1868,[1002],83,0,500.00,[],[],[]
1869,"[2266, 1033, 162, 3137]",84,1,0.00,"[1953, 5254]","[13000, 6000]","[0, 0]"
1870,[1032],84,0,500.00,"[1953, 5254]","[13000, 6000]","[1000, 0]"
1871,[1031],84,0,500.00,[5254],[6000],[1000]
1872,[1030],84,0,500.00,[],[],[]
1873,[1029],84,0,500.00,[],[],[]
1874,[1028],84,0,500.00,[],[],[]
1875,[1027],84,0,500.00,[2940],[10000],[1000]
1876,[1026],84,0,500.00,"[2940, 4317]","[10000, 8500]","[1000, 0]"
1877,[1025],84,0,500.00,[4317],[8500],[0]
1878,[1024],84,0,500.00,[4317],[8500],[1000]
1879,[1023],84,0,500.00,[],[],[]
1880,[1022],84,0,500.00,[],[],[]
1881,[1021],84,0,500.00,[],[],[]
1882,[1020],84,0,500.00,[],[],[]
1883,[1019],84,0,500.00,"[6049, 4655]","[5000, 5000]","[0, 0]"
1884,[1018],84,0,500.00,"[6049, 4655]","[5000, 5000]","[0, 0]"
1885,[1832],84,0,500.00,"[6049, 4655]","[5000, 5000]","[0, 0]"
1886,[1833],84,0,500.00,"[6049, 4655]","[5000, 5000]","[1000, 1000]"
1887,[1834],84,0,500.00,[],[],[]
1888,[1835],84,0,500.00,"[4811, 6319]","[3500, 3500]","[1000, 1000]"
1889,[1836],84,0,500.00,"[4811, 6319]","[3500, 3500]","[1000, 1000]"
1890,[1837],84,0,500.00,"[81, 2367]","[2500, 2500]","[1000, 1000]"
1891,[1838],84,0,500.00,"[81, 2367]","[2500, 2500]","[1000, 1000]"
1892,[1839],84,0,500.00,[],[],[]
1893,[1840],84,0,500.00,[2802],[1000],[1000]
1894,[1841],84,0,500.00,[2802],[1000],[1000]
1895,[1842],84,0,500.00,[],[],[]
1896,"[3072, 2201, 1668, 797]",85,1,0.00,"[1033, 484, 1981]","[6500, 6500, 6500]","[0, 1000, 0]"
1897,[3071],85,0,500.00,"[1033, 1981, 5982]","[6500, 6500, 5000]","[1000, 1000, 0]"
1898,[3070],85,0,500.00,[],[],[]
1899,[3069],85,0,500.00,"[6681, 3870]","[4000, 4000]","[0, 0]"
1900,[3068],85,0,500.00,"[6681, 3870]","[4000, 4000]","[0, 0]"
1901,[3067],85,0,500.00,"[6681, 3870]","[4000, 4000]","[1000, 0]"
1902,[3066],85,0,500.00,[3870],[4000],[1000]
1903,[3065],85,0,500.00,[2492],[2000],[0]
1904,[3064],85,0,500.00,[2492],[2000],[0]
1905,[3063],85,0,500.00,"[2492, 974]","[2000, 2000]","[0, 1000]"
1906,[1406],85,0,500.00,"[2492, 974]","[2000, 2000]","[1000, 1000]"
1907,[1405],85,0,500.00,[],[],[]
1908,[1404],85,0,500.00,"[1121, 3294]","[500, 500]","[1000, 1000]"
1909,[1403],85,0,500.00,[],[],[]
1910,"[1304, 433, 3436, 2565]",86,1,0.00,"[1996, 2606]","[18500, 12500]","[0, 0]"
1911,[3435],86,0,500.00,"[6226, 1996, 2606, 7023]","[13500, 18500, 12500, 4000]","[0, 1000, 1000, 1000]"
1912,[3434],86,0,500.00,[2446],[7500],[0]
1913,[3433],86,0,500.00,[1825],[6000],[0]
1914,[3432],86,0,500.00,[1825],[6000],[0]
1915,[3431],86,0,500.00,"[1201, 3419, 1825]","[5000, 10000, 6000]","[1000, 0, 0]"
1916,[3430],86,0,500.00,"[1201, 3419, 1825]","[5000, 10000, 6000]","[1000, 0, 1000]"
1917,[3429],86,0,500.00,[3419],[10000],[1000]
1918,[3428],86,0,500.00,[],[],[]
1919,[3427],86,0,500.00,[],[],[]
1920,[3426],86,0,500.00,[],[],[]
1921,[3425],86,0,500.00,[],[],[]
1922,[3424],86,0,500.00,"[6782, 4007]","[11500, 12500]","[0, 1000]"
1923,[955],86,0,500.00,"[6782, 4007]","[11500, 12500]","[0, 1000]"
1924,[954],86,0,500.00,[6782],[11500],[0]
1925,[953],86,0,500.00,[6782],[11500],[1000]
1926,[952],86,0,500.00,[5080],[6000],[1000]
1927,[951],86,0,500.00,[5080],[6000],[1000]
1928,[950],86,0,500.00,[5080],[6000],[1000]
1929,[949],86,0,500.00,[],[],[]
1930,[948],86,0,500.00,[],[],[]
1931,[947],86,0,500.00,[2633],[7000],[0]
1932,[946],86,0,500.00,[2633],[7000],[0]
1933,[945],86,0,500.00,[2633],[7000],[0]
1934,[944],86,0,500.00,[2633],[7000],[1000]
1935,[943],86,0,500.00,[],[],[]
1936,[942],86,0,500.00,[],[],[]
1937,[941],86,0,500.00,[],[],[]
1938,[940],86,0,500.00,[],[],[]
1939,[939],86,0,500.00,[],[],[]
1940,[938],86,0,500.00,[],[],[]
1941,[937],86,0,500.00,[],[],[]
1942,[936],86,0,500.00,[],[],[]
1943,[935],86,0,500.00,[6015],[2000],[1000]
1944,[934],86,0,500.00,[6015],[2000],[1000]
1945,[933],86,0,500.00,[],[],[]
1946,[932],86,0,500.00,[],[],[]
1947,[931],86,0,500.00,[],[],[]
1948,"[2693, 1597, 726, 1822]",87,1,0.00,"[6529, 2035]","[15500, 15500]","[1000, 0]"
1949,[727],87,0,500.00,"[4570, 2035]","[14000, 15500]","[0, 1000]"
1950,[728],87,0,500.00,[4570],[14000],[0]
1951,[729],87,0,500.00,[4570],[14000],[1000]
1952,[730],87,0,500.00,[4970],[12500],[0]
1953,[731],87,0,500.00,"[3441, 4970]","[10000, 12500]","[1000, 0]"
1954,[732],87,0,500.00,"[3441, 4970]","[10000, 12500]","[1000, 0]"
1955,[733],87,0,500.00,"[3441, 4970]","[10000, 12500]","[1000, 1000]"
1956,[734],87,0,500.00,[],[],[]
1957,[735],87,0,500.00,[],[],[]
1958,[736],87,0,500.00,[],[],[]
1959,[2982],87,0,500.00,[],[],[]
1960,[2981],87,0,500.00,[],[],[]
1961,[2980],87,0,500.00,[],[],[]
1962,[2979],87,0,500.00,[],[],[]
1963,[2978],87,0,500.00,[],[],[]
1964,[2977],87,0,500.00,[],[],[]
1965,[2976],87,0,500.00,[],[],[]
1966,[2975],87,0,500.00,[],[],[]
1967,[2974],87,0,500.00,[1084],[5000],[0]
1968,[2973],87,0,500.00,[1084],[5000],[0]
1969,[2972],87,0,500.00,[1084],[5000],[0]
1970,[2971],87,0,500.00,[1084],[5000],[1000]
1971,[2970],87,0,500.00,[],[],[]
1972,[2969],87,0,500.00,[],[],[]
1973,[2968],87,0,500.00,[6303],[2000],[0]
1974,[2967],87,0,500.00,"[1070, 6303]","[1500, 2000]","[0, 0]"
1975,[2966],87,0,500.00,"[1070, 6303]","[1500, 2000]","[0, 0]"
1976,[2965],87,0,500.00,"[4690, 1070, 6303]","[500, 1500, 2000]","[0, 0, 1000]"
1977,[2964],87,0,500.00,"[4690, 1070]","[500, 1500]","[0, 1000]"
1978,[2963],87,0,500.00,"[4690, 2940, 5070]","[500, 500, 500]","[0, 1000, 1000]"
1979,[2962],87,0,500.00,[],[],[]
1980,"[184, 2064, 2935, 1055]",88,1,0.00,"[697, 2068]","[5000, 4500]","[1000, 0]"
1981,[185],88,0,500.00,[2068],[4500],[1000]
1982,[186],88,0,500.00,"[6748, 3053, 2389]","[3500, 3500, 3500]","[1000, 1000, 1000]"
1983,[187],88,0,500.00,"[6748, 3053, 4733, 2389]","[3500, 3500, 3000, 3500]","[1000, 1000, 1000, 1000]"
1984,[188],88,0,500.00,[4733],[3000],[1000]
1985,[189],88,0,500.00,[],[],[]
1986,[190],88,0,500.00,[],[],[]
1987,[191],88,0,500.00,[1300],[1000],[1000]
1988,[192],88,0,500.00,"[5488, 1300]","[500, 1000]","[1000, 1000]"
1989,[193],88,0,500.00,[],[],[]
1990,"[2915, 1315, 444, 2044]",89,1,0.00,[2079],[11000],[0]
1991,[2045],89,0,500.00,[2079],[11000],[1000]
1992,[2046],89,0,500.00,[],[],[]
1993,[2047],89,0,500.00,[],[],[]
1994,[2048],89,0,500.00,[],[],[]
1995,[2049],89,0,500.00,[],[],[]
1996,[2050],89,0,500.00,[],[],[]
1997,[619],89,0,500.00,[],[],[]
1998,[620],89,0,500.00,[],[],[]
1999,[621],89,0,500.00,[],[],[]
2000,[622],89,0,500.00,[],[],[]
2001,[623],89,0,500.00,[2103],[5500],[1000]
2002,[624],89,0,500.00,[2103],[5500],[1000]
2003,[625],89,0,500.00,[],[],[]
2004,[626],89,0,500.00,[],[],[]
2005,[627],89,0,500.00,[],[],[]
2006,[628],89,0,500.00,[],[],[]
2007,[629],89,0,500.00,[],[],[]
2008,[630],89,0,500.00,[],[],[]
2009,[631],89,0,500.00,[1362],[1500],[1000]
2010,[632],89,0,500.00,[1362],[1500],[1000]
2011,[633],89,0,500.00,[],[],[]
2012,[634],89,0,500.00,[],[],[]
2013,"[1466, 595, 3094, 2223]",90,1,0.00,"[2103, 2927]","[10000, 5500]","[0, 0]"
2014,[596],90,0,500.00,[2103],[10000],[1000]
2015,[597],90,0,500.00,[],[],[]
2016,[598],90,0,500.00,[],[],[]
2017,[599],90,0,500.00,[],[],[]
2018,[600],90,0,500.00,[3515],[5500],[1000]
2019,[601],90,0,500.00,[3515],[5500],[1000]
2020,[602],90,0,500.00,[3515],[5500],[1000]
2021,[603],90,0,500.00,[],[],[]
2022,[604],90,0,500.00,[],[],[]
2023,[605],90,0,500.00,[],[],[]
2024,[606],90,0,500.00,"[4121, 421]","[3500, 4500]","[0, 1000]"
2025,[607],90,0,500.00,[421],[4500],[1000]
2026,[3441],90,0,500.00,"[4121, 5372]","[3500, 3500]","[1000, 1000]"
2027,[3440],90,0,500.00,"[4121, 5372]","[3500, 3500]","[1000, 1000]"
2028,[3439],90,0,500.00,[],[],[]
2029,[3438],90,0,500.00,"[1996, 2606]","[1000, 1000]","[0, 0]"
2030,[3437],90,0,500.00,"[1996, 2606]","[1000, 1000]","[0, 0]"
2031,[3436],90,0,500.00,"[1996, 2606]","[1000, 1000]","[0, 0]"
2032,[3435],90,0,500.00,"[1996, 717, 2606]","[1000, 500, 1000]","[1000, 1000, 1000]"
2033,[3434],90,0,500.00,[],[],[]
2034,"[576, 3383, 2512, 1447]",91,1,0.00,[2125],[3500],[0]
2035,[2513],91,0,500.00,[2125],[3500],[1000]
2036,[2514],91,0,500.00,[],[],[]
2037,[2515],91,0,500.00,[],[],[]
2038,[2516],91,0,500.00,[],[],[]
2039,[693],91,0,500.00,[],[],[]
2040,[694],91,0,500.00,[4460],[500],[1000]
2041,[695],91,0,500.00,[],[],[]
2042,"[2869, 1998, 1661, 790]",92,1,0.00,"[4970, 5413, 2134]","[13000, 14000, 14000]","[0, 0, 0]"
2043,[791],92,0,500.00,"[5413, 2134]","[14000, 14000]","[1000, 1000]"
2044,[792],92,0,500.00,[1449],[4500],[1000]
2045,[793],92,0,500.00,"[1449, 3958]","[4500, 11500]","[1000, 1000]"
2046,[794],92,0,500.00,[3958],[11500],[1000]
2047,[795],92,0,500.00,[],[],[]
2048,[796],92,0,500.00,[],[],[]
2049,[797],92,0,500.00,[],[],[]
2050,[798],92,0,500.00,[],[],[]
2051,[799],92,0,500.00,[],[],[]
2052,[800],92,0,500.00,[21],[3500],[0]
2053,[801],92,0,500.00,"[4176, 2301]","[8500, 7500]","[1000, 0]"
2054,[802],92,0,500.00,"[4176, 2301]","[8500, 7500]","[1000, 0]"
2055,[803],92,0,500.00,"[2301, 5350]","[7500, 6500]","[0, 0]"
2056,[804],92,0,500.00,"[2301, 5350]","[7500, 6500]","[1000, 0]"
2057,[805],92,0,500.00,[5350],[6500],[1000]
2058,[806],92,0,500.00,[],[],[]
2059,[807],92,0,500.00,[],[],[]
2060,[808],92,0,500.00,[],[],[]
2061,[3390],92,0,500.00,[],[],[]
2062,[3389],92,0,500.00,[3683],[3000],[0]
2063,[3388],92,0,500.00,"[4841, 3683]","[3500, 3000]","[1000, 0]"
2064,[3387],92,0,500.00,"[4841, 3683]","[3500, 3000]","[1000, 0]"
2065,[3386],92,0,500.00,[3683],[3000],[1000]
2066,[3385],92,0,500.00,[1710],[1000],[0]
2067,[3384],92,0,500.00,"[3336, 1710]","[500, 1000]","[0, 0]"
2068,[3383],92,0,500.00,"[3336, 4121, 1710]","[500, 1000, 1000]","[0, 1000, 0]"
2069,[3382],92,0,500.00,"[3336, 4121, 1710]","[500, 1000, 1000]","[0, 1000, 1000]"
2070,[3381],92,0,500.00,[],[],[]
2071,"[913, 42, 3017, 2146]",93,1,0.00,[2164],[5500],[0]
2072,[2147],93,0,500.00,[2164],[5500],[1000]
2073,[2148],93,0,500.00,[6748],[3500],[0]
2074,[2149],93,0,500.00,"[1460, 4733, 5774, 6748]","[3000, 3000, 3000, 3500]","[0, 0, 0, 0]"
2075,[2150],93,0,500.00,"[6748, 4733, 5774]","[3500, 3000, 3000]","[0, 0, 0]"
2076,[2151],93,0,500.00,"[6748, 4733, 5774]","[3500, 3000, 3000]","[1000, 1000, 1000]"
2077,[2152],93,0,500.00,[],[],[]
2078,[2153],93,0,500.00,[3181],[1000],[0]
2079,[2154],93,0,500.00,"[5042, 3181]","[500, 1000]","[0, 0]"
2080,[2155],93,0,500.00,[3181],[1000],[1000]
2081,[304],93,0,500.00,"[5042, 3181]","[500, 1000]","[1000, 1000]"
2082,[305],93,0,500.00,[],[],[]
2083,"[1721, 850, 2058]",94,1,0.00,[2177],[7000],[0]
2084,[2928],94,0,500.00,"[2177, 6665]","[7000, 5500]","[1000, 0]"
2085,[2927],94,0,500.00,[],[],[]
2086,[2926],94,0,500.00,[],[],[]
2087,[2925],94,0,500.00,[2865],[3500],[1000]
2088,[1604],94,0,500.00,[2865],[3500],[1000]
2089,[1603],94,0,500.00,[2865],[3500],[1000]
2090,[1602],94,0,500.00,[],[],[]
2091,[1601],94,0,500.00,[],[],[]
2092,[1600],94,0,500.00,[],[],[]
2093,[1599],94,0,500.00,[],[],[]
2094,[1598],94,0,500.00,[],[],[]
2095,[1597],94,0,500.00,"[468, 3327]","[1000, 1000]","[1000, 1000]"
2096,[1596],94,0,500.00,"[2762, 468, 3327]","[500, 1000, 1000]","[1000, 1000, 1000]"
2097,[1595],94,0,500.00,[],[],[]
2098,"[3314, 2443, 1126, 255]",95,1,0.00,"[2193, 5818, 1917, 5703]","[19000, 3500, 12000, 7000]","[0, 1000, 0, 1000]"
2099,[1125],95,0,500.00,"[2193, 1917]","[19000, 12000]","[1000, 1000]"
2100,[1124],95,0,500.00,[],[],[]
2101,[1123],95,0,500.00,[],[],[]
2102,[1122],95,0,500.00,[],[],[]
2103,[1121],95,0,500.00,[],[],[]
2104,[1120],95,0,500.00,[],[],[]
2105,[1119],95,0,500.00,[],[],[]
2106,[1118],95,0,500.00,[2714],[9000],[1000]
2107,[1117],95,0,500.00,[],[],[]
2108,[1116],95,0,500.00,[],[],[]
2109,[1115],95,0,500.00,[],[],[]
2110,[1114],95,0,500.00,[],[],[]
2111,[1113],95,0,500.00,[],[],[]
2112,[1112],95,0,500.00,[6153],[3500],[0]
2113,[1111],95,0,500.00,[6153],[3500],[0]
2114,[1110],95,0,500.00,[6153],[3500],[1000]
2115,[1109],95,0,500.00,[5730],[10500],[1000]
2116,[1951],95,0,500.00,[5730],[10500],[1000]
2117,[1952],95,0,500.00,[5013],[8500],[0]
2118,[1953],95,0,500.00,[5013],[8500],[0]
2119,[1954],95,0,500.00,[5013],[8500],[0]
2120,[1955],95,0,500.00,[5013],[8500],[1000]
2121,[1956],95,0,500.00,[],[],[]
2122,[1957],95,0,500.00,[],[],[]
2123,[1958],95,0,500.00,[],[],[]
2124,[1959],95,0,500.00,[],[],[]
2125,[1960],95,0,500.00,[],[],[]
2126,[1961],95,0,500.00,[],[],[]
2127,[1962],95,0,500.00,[],[],[]
2128,[1963],95,0,500.00,[],[],[]
2129,[1964],95,0,500.00,[],[],[]
2130,[1965],95,0,500.00,[],[],[]
2131,[1966],95,0,500.00,[],[],[]
2132,[1967],95,0,500.00,[],[],[]
2133,[1968],95,0,500.00,[],[],[]
2134,[1969],95,0,500.00,[6665],[1000],[1000]
2135,[1970],95,0,500.00,[6665],[1000],[1000]
2136,[1971],95,0,500.00,[],[],[]
2137,"[1136, 265, 2764, 1893]",96,1,0.00,"[2233, 5562, 5730, 3463]","[11000, 10500, 10500, 11000]","[0, 0, 0, 0]"
2138,[1894],96,0,500.00,"[2233, 5562, 5730, 3463]","[11000, 10500, 10500, 11000]","[1000, 1000, 1000, 1000]"
2139,[1895],96,0,500.00,[],[],[]
2140,[1896],96,0,500.00,"[6450, 5013]","[8500, 8500]","[0, 0]"
2141,[1897],96,0,500.00,[398],[8000],[0]
2142,[1898],96,0,500.00,"[2802, 398]","[8500, 8000]","[1000, 0]"
2143,[1899],96,0,500.00,"[2802, 398]","[8500, 8000]","[1000, 1000]"
2144,[1900],96,0,500.00,[],[],[]
2145,[1901],96,0,500.00,[],[],[]
2146,[1902],96,0,500.00,[],[],[]
2147,[1903],96,0,500.00,[1897],[5000],[0]
2148,[1904],96,0,500.00,"[1897, 5849]","[5000, 4500]","[0, 0]"
2149,[1905],96,0,500.00,"[1897, 6506, 5849]","[5000, 5000, 4500]","[0, 1000, 0]"
2150,[1906],96,0,500.00,"[1897, 6506, 5849]","[5000, 5000, 4500]","[1000, 1000, 0]"
2151,[643],96,0,500.00,[5849],[4500],[1000]
2152,[644],96,0,500.00,[],[],[]
2153,[645],96,0,500.00,[],[],[]
2154,[646],96,0,500.00,"[4074, 5836]","[1500, 2500]","[0, 1000]"
2155,[647],96,0,500.00,"[2257, 4074, 5836]","[2000, 1500, 2500]","[1000, 0, 1000]"
2156,[648],96,0,500.00,"[1344, 2257, 4074, 1109]","[1500, 2000, 1500, 1500]","[1000, 1000, 0, 1000]"
2157,[649],96,0,500.00,"[1344, 4074, 1109]","[1500, 1500, 1500]","[1000, 1000, 1000]"
2158,[650],96,0,500.00,"[6681, 3870]","[500, 500]","[1000, 1000]"
2159,[651],96,0,500.00,[],[],[]
2160,"[2952, 2081, 1548, 677]",97,1,0.00,"[2257, 4074, 5327]","[8500, 8000, 9000]","[0, 0, 1000]"
2161,[678],97,0,500.00,"[1344, 2257, 4074]","[7000, 8500, 8000]","[0, 1000, 1000]"
2162,[679],97,0,500.00,[],[],[]
2163,[680],97,0,500.00,[],[],[]
2164,[681],97,0,500.00,[],[],[]
2165,[682],97,0,500.00,[],[],[]
2166,[683],97,0,500.00,[],[],[]
2167,[684],97,0,500.00,[],[],[]
2168,[3154],97,0,500.00,[],[],[]
2169,[3153],97,0,500.00,[],[],[]
2170,[3152],97,0,500.00,[],[],[]
2171,[3151],97,0,500.00,[],[],[]
2172,[3150],97,0,500.00,[],[],[]
2173,[3149],97,0,500.00,"[3913, 3933, 5590]","[2000, 1000, 2000]","[1000, 0, 1000]"
2174,[3148],97,0,500.00,"[3913, 3933, 5590]","[2000, 1000, 2000]","[1000, 0, 1000]"
2175,[3147],97,0,500.00,[3933],[1000],[0]
2176,[3146],97,0,500.00,"[0, 290, 3933]","[500, 500, 1000]","[1000, 1000, 1000]"
2177,[3145],97,0,500.00,[],[],[]
2178,"[2696, 1825, 1684, 813]",98,1,0.00,[2276],[11500],[0]
2179,[814],98,0,500.00,[2276],[11500],[1000]
2180,[815],98,0,500.00,[792],[9500],[0]
2181,[816],98,0,500.00,[],[],[]
2182,[817],98,0,500.00,[],[],[]
2183,[818],98,0,500.00,"[5413, 2134]","[8000, 8000]","[0, 0]"
2184,[819],98,0,500.00,"[5413, 2134]","[8000, 8000]","[0, 0]"
2185,[820],98,0,500.00,"[5413, 2134]","[8000, 8000]","[1000, 1000]"
2186,[821],98,0,500.00,[],[],[]
2187,[822],98,0,500.00,[],[],[]
2188,[823],98,0,500.00,[3958],[5500],[0]
2189,[824],98,0,500.00,[],[],[]
2190,[825],98,0,500.00,[],[],[]
2191,[826],98,0,500.00,[],[],[]
2192,[827],98,0,500.00,[],[],[]
