segment_id,edge_id,OD_id,type,length,matching_nodes,shared_distance,detour 
5363,[3140],236,0,500.00,[],[],[]
5364,[3139],236,0,500.00,[],[],[]
5365,[3138],236,0,500.00,[],[],[]
5366,[3137],236,0,500.00,[],[],[]
5367,[3136],236,0,500.00,[],[],[]
5368,[3135],236,0,500.00,[],[],[]
5369,"[1650, 779, 3390, 2519]",237,1,0.00,[5606],[15000],[0]
5370,[3389],237,0,500.00,[5606],[15000],[1000]
5371,[3388],237,0,500.00,"[4256, 4841]","[10000, 14000]","[1000, 1000]"
5372,[3387],237,0,500.00,"[4256, 4841]","[10000, 14000]","[1000, 1000]"
5373,[3386],237,0,500.00,[],[],[]
5374,[1533],237,0,500.00,[561],[11500],[1000]
5375,[1532],237,0,500.00,[561],[11500],[1000]
5376,[1531],237,0,500.00,[561],[11500],[1000]
5377,[1530],237,0,500.00,[],[],[]
5378,[1529],237,0,500.00,[],[],[]
5379,[1528],237,0,500.00,[],[],[]
5380,[1527],237,0,500.00,[],[],[]
5381,[1526],237,0,500.00,[],[],[]
5382,[1525],237,0,500.00,[],[],[]
5383,[1524],237,0,500.00,[],[],[]
5384,[1523],237,0,500.00,[],[],[]
5385,[1522],237,0,500.00,[],[],[]
5386,[1521],237,0,500.00,[],[],[]
5387,[1520],237,0,500.00,[],[],[]
5388,[1519],237,0,500.00,[],[],[]
5389,[1518],237,0,500.00,[],[],[]
5390,[1517],237,0,500.00,[],[],[]
5391,[1516],237,0,500.00,[],[],[]
5392,[1515],237,0,500.00,[],[],[]
5393,[1514],237,0,500.00,[],[],[]
5394,[1513],237,0,500.00,[],[],[]
5395,[1512],237,0,500.00,[],[],[]
5396,[1511],237,0,500.00,[],[],[]
5397,[1510],237,0,500.00,[],[],[]
5398,[1509],237,0,500.00,"[1864, 4713]","[500, 500]","[1000, 1000]"
5399,[1508],237,0,500.00,[],[],[]
5400,"[3400, 2529, 1100, 229]",238,1,0.00,"[4881, 3419, 5638]","[14000, 10000, 15000]","[0, 0, 0]"
5401,[1099],238,0,500.00,"[4881, 3419, 5638, 5703]","[14000, 10000, 15000, 7000]","[0, 1000, 1000, 0]"
5402,[1098],238,0,500.00,"[4881, 5818, 3349, 5703]","[14000, 3500, 4500, 7000]","[1000, 0, 1000, 0]"
5403,[1097],238,0,500.00,"[3349, 5703]","[4500, 7000]","[1000, 1000]"
5404,[1096],238,0,500.00,[],[],[]
5405,[1095],238,0,500.00,[5488],[11500],[0]
5406,[1094],238,0,500.00,[5488],[11500],[0]
5407,[1093],238,0,500.00,"[5488, 3889]","[11500, 10500]","[0, 0]"
5408,[1092],238,0,500.00,"[5488, 3889]","[11500, 10500]","[1000, 0]"
5409,[1091],238,0,500.00,[3889],[10500],[1000]
5410,[1090],238,0,500.00,[],[],[]
5411,[1089],238,0,500.00,[],[],[]
5412,[1088],238,0,500.00,[3181],[8000],[0]
5413,[1087],238,0,500.00,[],[],[]
5414,[1086],238,0,500.00,[3238],[8000],[1000]
5415,[1085],238,0,500.00,[3238],[8000],[1000]
5416,[1084],238,0,500.00,"[4317, 4383]","[7000, 6000]","[1000, 0]"
5417,[1083],238,0,500.00,[4317],[7000],[1000]
5418,[1082],238,0,500.00,"[6153, 895]","[3500, 5000]","[0, 0]"
5419,[1081],238,0,500.00,[5151],[4500],[0]
5420,[1080],238,0,500.00,[5151],[4500],[0]
5421,[1079],238,0,500.00,"[5562, 4237, 5730, 5151]","[3500, 3500, 3500, 4500]","[0, 0, 0, 0]"
5422,[1078],238,0,500.00,"[3463, 2233, 4237, 5151]","[3000, 3000, 3500, 4500]","[0, 0, 0, 1000]"
5423,[1892],238,0,500.00,"[5730, 3463, 4237, 2233, 5562]","[3500, 3000, 3500, 3000, 3500]","[1000, 0, 0, 0, 1000]"
5424,[1893],238,0,500.00,"[5730, 3463, 4811, 4237, 2233, 5562]","[3500, 3000, 3000, 3500, 3000, 3500]","[1000, 0, 1000, 1000, 0, 1000]"
5425,[1894],238,0,500.00,"[2233, 4811, 3463]","[3000, 3000, 3000]","[1000, 1000, 1000]"
5426,[1895],238,0,500.00,"[81, 2367]","[2000, 2000]","[1000, 1000]"
5427,[1896],238,0,500.00,"[81, 2367]","[2000, 2000]","[1000, 1000]"
5428,[1897],238,0,500.00,[398],[1000],[1000]
5429,[1898],238,0,500.00,"[6866, 398, 2802, 4350]","[500, 1000, 500, 500]","[1000, 1000, 1000, 1000]"
5430,[1899],238,0,500.00,[],[],[]
5431,"[1306, 435, 2654, 1783]",239,1,0.00,[5670],[6000],[0]
5432,[2653],239,0,500.00,[5670],[6000],[1000]
5433,[2652],239,0,500.00,[],[],[]
5434,[2651],239,0,500.00,[],[],[]
5435,[2650],239,0,500.00,[],[],[]
5436,[2649],239,0,500.00,[],[],[]
5437,[2648],239,0,500.00,[],[],[]
5438,[2647],239,0,500.00,[],[],[]
5439,[2646],239,0,500.00,[],[],[]
5440,[2645],239,0,500.00,[],[],[]
5441,[2644],239,0,500.00,[1686],[1000],[1000]
5442,[2643],239,0,500.00,"[3602, 6573, 1686, 367]","[500, 500, 1000, 500]","[1000, 1000, 1000, 1000]"
5443,[2642],239,0,500.00,[],[],[]
5444,"[1403, 532, 2076, 2947]",240,1,0.00,"[1121, 5684]","[9000, 8500]","[1000, 0]"
5445,[533],240,0,500.00,[5684],[8500],[1000]
5446,[534],240,0,500.00,[],[],[]
5447,[535],240,0,500.00,[],[],[]
5448,[536],240,0,500.00,[],[],[]
5449,[537],240,0,500.00,[],[],[]
5450,[538],240,0,500.00,[],[],[]
5451,[539],240,0,500.00,[],[],[]
5452,[540],240,0,500.00,[],[],[]
5453,[541],240,0,500.00,"[1019, 119]","[3000, 3000]","[0, 0]"
5454,[3207],240,0,500.00,"[1019, 119]","[3000, 3000]","[0, 0]"
5455,[3206],240,0,500.00,"[4055, 1019, 119]","[3000, 3000, 3000]","[1000, 0, 0]"
5456,[3205],240,0,500.00,"[4055, 1019, 119]","[3000, 3000, 3000]","[1000, 1000, 1000]"
5457,[3204],240,0,500.00,"[1484, 6735]","[1000, 1000]","[0, 0]"
5458,[3203],240,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[0, 0, 0]"
5459,[3202],240,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[0, 0, 0]"
5460,[3201],240,0,500.00,"[1484, 6735, 535]","[1000, 1000, 500]","[1000, 1000, 0]"
5461,[3200],240,0,500.00,[],[],[]
5462,"[256, 3343, 2472, 1127]",241,1,0.00,"[2193, 5818, 4881, 5703]","[6500, 3500, 7500, 7000]","[0, 0, 1000, 0]"
5463,[1126],241,0,500.00,"[2193, 5818, 5703]","[6500, 3500, 7000]","[0, 1000, 1000]"
5464,[1125],241,0,500.00,[2193],[6500],[1000]
5465,[1124],241,0,500.00,[1378],[4500],[0]
5466,[1123],241,0,500.00,"[5488, 3889]","[5000, 4000]","[1000, 0]"
5467,[1122],241,0,500.00,"[5488, 3889]","[5000, 4000]","[1000, 0]"
5468,[1121],241,0,500.00,[3889],[4000],[0]
5469,[1120],241,0,500.00,[3889],[4000],[1000]
5470,[1119],241,0,500.00,[5042],[3000],[1000]
5471,[2241],241,0,500.00,"[5042, 2714]","[3000, 2500]","[1000, 1000]"
5472,[2242],241,0,500.00,"[2714, 5799]","[2500, 1000]","[1000, 0]"
5473,[2243],241,0,500.00,"[0, 290, 5799]","[500, 1500, 1000]","[0, 1000, 0]"
5474,[2244],241,0,500.00,"[0, 290, 5799]","[500, 1500, 1000]","[0, 1000, 0]"
5475,[2245],241,0,500.00,"[0, 5799]","[500, 1000]","[0, 1000]"
5476,[2246],241,0,500.00,[],[],[]
5477,"[2773, 1902, 1397, 526]",242,1,0.00,[5719],[4500],[0]
5478,[1903],242,0,500.00,[5719],[4500],[1000]
5479,[1904],242,0,500.00,[5849],[2500],[0]
5480,[1905],242,0,500.00,"[5849, 6506]","[2500, 2000]","[0, 0]"
5481,[1906],242,0,500.00,"[5849, 6506]","[2500, 2000]","[0, 0]"
5482,[1907],242,0,500.00,"[5849, 6506]","[2500, 2000]","[1000, 0]"
5483,[1908],242,0,500.00,[6506],[2000],[1000]
5484,[1909],242,0,500.00,[792],[1000],[1000]
5485,[1910],242,0,500.00,[792],[1000],[1000]
5486,[759],242,0,500.00,[],[],[]
5487,"[1137, 266, 2793, 1922]",243,1,0.00,"[5730, 3463, 4209, 2233, 5562]","[21000, 15000, 13000, 11000, 13000]","[0, 1000, 0, 1000, 0]"
5488,[1923],243,0,500.00,"[5562, 5730]","[13000, 21000]","[1000, 1000]"
5489,[1924],243,0,500.00,"[6450, 6957, 5013]","[16000, 6000, 13500]","[0, 0, 0]"
5490,[1925],243,0,500.00,"[6450, 5013, 398]","[16000, 13500, 10500]","[0, 0, 0]"
5491,[1926],243,0,500.00,"[6450, 5013, 398]","[16000, 13500, 10500]","[1000, 1000, 0]"
5492,[1927],243,0,500.00,[398],[10500],[0]
5493,[1928],243,0,500.00,"[6835, 398]","[14500, 10500]","[0, 1000]"
5494,[1929],243,0,500.00,[],[],[]
5495,[1930],243,0,500.00,[5719],[4500],[1000]
5496,[1931],243,0,500.00,[5719],[4500],[1000]
5497,[1932],243,0,500.00,[6925],[9500],[0]
5498,[1933],243,0,500.00,[],[],[]
5499,[1934],243,0,500.00,[5849],[8500],[1000]
5500,[1935],243,0,500.00,"[5849, 6506]","[8500, 10500]","[1000, 1000]"
5501,[1936],243,0,500.00,[6506],[10500],[1000]
5502,[1937],243,0,500.00,[],[],[]
5503,[1938],243,0,500.00,[],[],[]
5504,[1939],243,0,500.00,[],[],[]
5505,[1940],243,0,500.00,[],[],[]
5506,[1941],243,0,500.00,[],[],[]
5507,[1942],243,0,500.00,[],[],[]
5508,[847],243,0,500.00,[],[],[]
5509,[848],243,0,500.00,[],[],[]
5510,[849],243,0,500.00,[],[],[]
5511,[850],243,0,500.00,[1449],[4500],[1000]
5512,[851],243,0,500.00,[1449],[4500],[1000]
5513,[852],243,0,500.00,[],[],[]
5514,[853],243,0,500.00,[],[],[]
5515,[854],243,0,500.00,[],[],[]
5516,[855],243,0,500.00,[],[],[]
5517,[856],243,0,500.00,[],[],[]
5518,[857],243,0,500.00,[],[],[]
5519,[858],243,0,500.00,[],[],[]
5520,[859],243,0,500.00,[4176],[4500],[1000]
5521,[860],243,0,500.00,"[4176, 6903]","[4500, 3000]","[1000, 0]"
5522,[861],243,0,500.00,[6903],[3000],[0]
5523,[862],243,0,500.00,[6903],[3000],[0]
5524,[863],243,0,500.00,[6903],[3000],[1000]
5525,[864],243,0,500.00,[],[],[]
5526,[865],243,0,500.00,[],[],[]
5527,[866],243,0,500.00,[],[],[]
5528,[867],243,0,500.00,[],[],[]
5529,[868],243,0,500.00,[],[],[]
5530,"[3050, 2179, 1030, 159]",244,1,0.00,[5774],[11500],[0]
5531,[1029],244,0,500.00,"[4690, 5774]","[10000, 11500]","[0, 1000]"
5532,[1028],244,0,500.00,"[4690, 3238]","[10000, 9500]","[0, 0]"
5533,[1027],244,0,500.00,"[4690, 3238]","[10000, 9500]","[0, 0]"
5534,[1026],244,0,500.00,"[4690, 4317, 3238]","[10000, 8500, 9500]","[1000, 0, 1000]"
5535,[1025],244,0,500.00,[4317],[8500],[0]
5536,[1024],244,0,500.00,[4317],[8500],[1000]
5537,[1023],244,0,500.00,[],[],[]
5538,[1022],244,0,500.00,[1580],[6500],[0]
5539,[1021],244,0,500.00,"[1580, 5151]","[6500, 6000]","[0, 0]"
5540,[1020],244,0,500.00,[1580],[6500],[0]
5541,[1890],244,0,500.00,"[1580, 4237, 5151]","[6500, 5000, 6000]","[1000, 0, 1000]"
5542,[1891],244,0,500.00,"[3463, 2233, 4237, 5151]","[4500, 4500, 5000, 6000]","[0, 0, 0, 1000]"
5543,[1892],244,0,500.00,"[5730, 3463, 4237, 2233, 5562]","[5000, 4500, 5000, 4500, 5000]","[1000, 0, 0, 0, 1000]"
5544,[1893],244,0,500.00,"[5730, 3463, 4811, 4237, 2233, 5562]","[5000, 4500, 4500, 5000, 4500, 5000]","[1000, 0, 1000, 1000, 0, 1000]"
5545,[1894],244,0,500.00,"[2233, 4811, 3463]","[4500, 4500, 4500]","[1000, 1000, 1000]"
5546,[1895],244,0,500.00,"[81, 2367]","[3500, 3500]","[1000, 1000]"
5547,[1896],244,0,500.00,"[81, 2367]","[3500, 3500]","[1000, 1000]"
5548,[1897],244,0,500.00,[398],[2500],[1000]
5549,[1898],244,0,500.00,"[2802, 398]","[2000, 2500]","[1000, 1000]"
5550,[1899],244,0,500.00,[2802],[2000],[1000]
5551,[1900],244,0,500.00,"[5107, 653, 2734]","[1000, 1000, 1000]","[1000, 1000, 1000]"
5552,[1901],244,0,500.00,"[5107, 653, 2734]","[1000, 1000, 1000]","[1000, 1000, 1000]"
5553,[1902],244,0,500.00,[],[],[]
5554,"[3115, 2244, 1235, 364]",245,1,0.00,[5799],[8500],[0]
5555,[1234],245,0,500.00,[5799],[8500],[1000]
5556,[1233],245,0,500.00,[3791],[6500],[0]
5557,[1232],245,0,500.00,[3791],[6500],[0]
5558,[1231],245,0,500.00,"[1640, 3791]","[6500, 6500]","[1000, 1000]"
5559,[1230],245,0,500.00,[1640],[6500],[1000]
5560,[1229],245,0,500.00,[],[],[]
5561,[2071],245,0,500.00,[],[],[]
5562,[2072],245,0,500.00,[],[],[]
5563,[2073],245,0,500.00,[],[],[]
5564,[2074],245,0,500.00,[4156],[2500],[0]
5565,[2075],245,0,500.00,[4156],[2500],[0]
5566,[2076],245,0,500.00,[4156],[2500],[0]
5567,[2077],245,0,500.00,[4156],[2500],[1000]
5568,[2078],245,0,500.00,[4074],[500],[0]
5569,[2079],245,0,500.00,[4074],[500],[0]
5570,[2080],245,0,500.00,"[4074, 5836, 5327, 209, 1109]","[500, 500, 500, 500, 500]","[0, 1000, 1000, 1000, 1000]"
5571,[2081],245,0,500.00,[],[],[]
5572,"[3344, 2473, 1156, 285]",246,1,0.00,"[5703, 2193, 5818, 988, 1917]","[4000, 3500, 3500, 2500, 3000]","[1000, 1000, 0, 0, 0]"
5573,[1155],246,0,500.00,"[2193, 5818, 1917]","[3500, 3500, 3000]","[1000, 1000, 0]"
5574,[1154],246,0,500.00,"[1378, 1917]","[1500, 3000]","[0, 1000]"
5575,[1153],246,0,500.00,[1378],[1500],[0]
5576,[1152],246,0,500.00,[1378],[1500],[1000]
5577,[1151],246,0,500.00,[],[],[]
5578,[2329],246,0,500.00,"[1484, 6206, 6735]","[500, 500, 500]","[1000, 1000, 1000]"
5579,[2330],246,0,500.00,[],[],[]
5580,"[1248, 377, 2652, 1781]",247,1,0.00,"[5827, 6692]","[3500, 4000]","[0, 1000]"
5581,[1782],247,0,500.00,[5827],[3500],[1000]
5582,[1783],247,0,500.00,[],[],[]
5583,[1784],247,0,500.00,[],[],[]
5584,[465],247,0,500.00,[],[],[]
5585,[466],247,0,500.00,"[2802, 5107, 653, 2734]","[1000, 1000, 1000, 1000]","[1000, 1000, 1000, 1000]"
5586,[467],247,0,500.00,"[2802, 5107, 653, 2734]","[1000, 1000, 1000, 1000]","[1000, 1000, 1000, 1000]"
5587,[468],247,0,500.00,[],[],[]
5588,"[2923, 1547, 676, 2052]",248,1,0.00,"[5836, 1109, 5327]","[5500, 4500, 4500]","[0, 0, 0]"
5589,[2053],248,0,500.00,"[5836, 5327]","[5500, 4500]","[1000, 0]"
5590,[2054],248,0,500.00,[5327],[4500],[1000]
5591,[735],248,0,500.00,"[3958, 5327]","[4000, 4500]","[1000, 1000]"
5592,[736],248,0,500.00,[3958],[4000],[1000]
5593,[737],248,0,500.00,[],[],[]
5594,[738],248,0,500.00,[2588],[1500],[0]
5595,[739],248,0,500.00,"[3729, 2588]","[2000, 1500]","[1000, 0]"
5596,[740],248,0,500.00,"[3729, 2588, 21]","[2000, 1500, 500]","[1000, 0, 0]"
5597,[741],248,0,500.00,"[3842, 2588, 21]","[1000, 1500, 500]","[1000, 1000, 0]"
5598,[742],248,0,500.00,"[3842, 21]","[1000, 500]","[1000, 0]"
5599,[743],248,0,500.00,[],[],[]
5600,"[1513, 642, 2777, 1906]",249,1,0.00,[5849],[8500],[0]
5601,[1907],249,0,500.00,[5849],[8500],[1000]
5602,[1908],249,0,500.00,[],[],[]
5603,[1909],249,0,500.00,[792],[7000],[1000]
5604,[1910],249,0,500.00,[792],[7000],[1000]
5605,[1911],249,0,500.00,[],[],[]
5606,[788],249,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
5607,[789],249,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
5608,[790],249,0,500.00,"[5413, 2134]","[4500, 4500]","[0, 0]"
5609,[791],249,0,500.00,"[5413, 2134]","[4500, 4500]","[1000, 1000]"
5610,[792],249,0,500.00,[1449],[3500],[1000]
5611,[793],249,0,500.00,"[1449, 3958]","[3500, 3000]","[1000, 1000]"
5612,[794],249,0,500.00,[3958],[3000],[1000]
5613,[795],249,0,500.00,[],[],[]
5614,[796],249,0,500.00,[],[],[]
5615,[797],249,0,500.00,[],[],[]
5616,[798],249,0,500.00,[],[],[]
5617,[799],249,0,500.00,[],[],[]
5618,"[3112, 2241, 1148, 277]",250,1,0.00,[5868],[12000],[0]
5619,[3111],250,0,500.00,[5868],[12000],[1000]
5620,[3110],250,0,500.00,[],[],[]
5621,[3109],250,0,500.00,[],[],[]
5622,[3108],250,0,500.00,[],[],[]
5623,[3107],250,0,500.00,[],[],[]
5624,[3106],250,0,500.00,[],[],[]
5625,[3105],250,0,500.00,[],[],[]
5626,[3104],250,0,500.00,[2405],[8000],[1000]
5627,[915],250,0,500.00,[2405],[8000],[1000]
5628,[914],250,0,500.00,[],[],[]
5629,[913],250,0,500.00,[],[],[]
5630,[912],250,0,500.00,[],[],[]
5631,[911],250,0,500.00,[],[],[]
5632,[910],250,0,500.00,[],[],[]
5633,[909],250,0,500.00,[],[],[]
5634,[908],250,0,500.00,[],[],[]
5635,[907],250,0,500.00,[6015],[2500],[0]
5636,[906],250,0,500.00,[6015],[2500],[0]
5637,[905],250,0,500.00,[6015],[2500],[0]
5638,[904],250,0,500.00,[6015],[2500],[1000]
5639,[903],250,0,500.00,[],[],[]
5640,[902],250,0,500.00,[],[],[]
5641,[901],250,0,500.00,[4405],[500],[1000]
5642,[900],250,0,500.00,[],[],[]
5643,"[3277, 893, 22]",251,1,0.00,"[6428, 5894]","[10000, 21000]","[1000, 0]"
5644,[892],251,0,500.00,"[5080, 5894]","[6000, 21000]","[0, 1000]"
5645,[891],251,0,500.00,[1788],[4000],[0]
5646,[890],251,0,500.00,[6597],[8500],[0]
5647,[889],251,0,500.00,"[6597, 4927]","[8500, 14500]","[0, 1000]"
5648,[888],251,0,500.00,"[2405, 6597]","[9000, 8500]","[0, 0]"
5649,[887],251,0,500.00,"[6597, 6764, 2405]","[8500, 8000, 9000]","[1000, 0, 0]"
5650,[886],251,0,500.00,[2405],[9000],[0]
5651,[885],251,0,500.00,[2405],[9000],[1000]
5652,[884],251,0,500.00,[6651],[6000],[1000]
5653,[883],251,0,500.00,[6651],[6000],[1000]
5654,[882],251,0,500.00,[],[],[]
5655,[881],251,0,500.00,[],[],[]
5656,[880],251,0,500.00,[5179],[7500],[0]
5657,[879],251,0,500.00,[5179],[7500],[0]
5658,[878],251,0,500.00,[5179],[7500],[0]
5659,[877],251,0,500.00,[5179],[7500],[1000]
5660,[876],251,0,500.00,[],[],[]
5661,[875],251,0,500.00,[],[],[]
5662,[874],251,0,500.00,[],[],[]
5663,[873],251,0,500.00,[],[],[]
5664,[872],251,0,500.00,[],[],[]
5665,[871],251,0,500.00,[],[],[]
5666,[870],251,0,500.00,[],[],[]
5667,[1740],251,0,500.00,[],[],[]
5668,[1741],251,0,500.00,[],[],[]
5669,[1742],251,0,500.00,[],[],[]
5670,[1743],251,0,500.00,[],[],[]
5671,[1744],251,0,500.00,[],[],[]
5672,[1745],251,0,500.00,[],[],[]
5673,[1746],251,0,500.00,[],[],[]
5674,[1747],251,0,500.00,[],[],[]
5675,[1748],251,0,500.00,[136],[5000],[1000]
5676,[1749],251,0,500.00,[136],[5000],[1000]
5677,[1750],251,0,500.00,[6692],[4000],[1000]
5678,[1751],251,0,500.00,[6692],[4000],[1000]
5679,[1752],251,0,500.00,[],[],[]
5680,[1753],251,0,500.00,[],[],[]
5681,[1754],251,0,500.00,[],[],[]
5682,[1755],251,0,500.00,[353],[1500],[1000]
5683,[1756],251,0,500.00,[353],[1500],[1000]
5684,[1757],251,0,500.00,[2842],[500],[1000]
5685,[1758],251,0,500.00,[],[],[]
5686,"[2650, 1779, 1190, 319]",252,1,0.00,[5938],[8500],[0]
5687,[320],252,0,500.00,[5938],[8500],[1000]
5688,[321],252,0,500.00,[3983],[7500],[1000]
5689,[322],252,0,500.00,[3983],[7500],[1000]
5690,[323],252,0,500.00,[],[],[]
5691,[324],252,0,500.00,[],[],[]
5692,[325],252,0,500.00,[],[],[]
5693,[326],252,0,500.00,[],[],[]
5694,[327],252,0,500.00,[6946],[3500],[0]
5695,[328],252,0,500.00,"[6946, 1765]","[3500, 3000]","[0, 0]"
5696,[329],252,0,500.00,[6946],[3500],[1000]
5697,[330],252,0,500.00,[],[],[]
5698,[331],252,0,500.00,[],[],[]
5699,[2997],252,0,500.00,[],[],[]
5700,[2996],252,0,500.00,[6303],[1500],[1000]
5701,[2995],252,0,500.00,"[3053, 1070, 6303]","[1000, 1000, 1500]","[1000, 1000, 1000]"
5702,[2994],252,0,500.00,"[3238, 3053, 1070]","[500, 1000, 1000]","[1000, 1000, 1000]"
5703,[2993],252,0,500.00,[],[],[]
5704,"[1483, 612, 2747, 1876]",253,1,0.00,"[2425, 5957]","[9500, 11500]","[0, 0]"
5705,[613],253,0,500.00,"[2425, 5957]","[9500, 11500]","[1000, 1000]"
5706,[614],253,0,500.00,[],[],[]
5707,[615],253,0,500.00,[],[],[]
5708,[616],253,0,500.00,[],[],[]
5709,[617],253,0,500.00,[],[],[]
5710,[618],253,0,500.00,[],[],[]
5711,[619],253,0,500.00,[],[],[]
5712,[620],253,0,500.00,[],[],[]
5713,[2978],253,0,500.00,[],[],[]
5714,[2977],253,0,500.00,[],[],[]
5715,[2976],253,0,500.00,[],[],[]
5716,[2975],253,0,500.00,[],[],[]
5717,[2974],253,0,500.00,[1084],[4000],[0]
5718,[2973],253,0,500.00,[1084],[4000],[0]
5719,[2972],253,0,500.00,[1084],[4000],[0]
5720,[2971],253,0,500.00,[1084],[4000],[1000]
5721,[2970],253,0,500.00,[],[],[]
5722,[2969],253,0,500.00,[],[],[]
5723,[2968],253,0,500.00,[6303],[1000],[0]
5724,[2967],253,0,500.00,"[1070, 6303]","[500, 1000]","[0, 0]"
5725,[2966],253,0,500.00,"[697, 1070, 6303]","[1000, 500, 1000]","[1000, 0, 0]"
5726,[2965],253,0,500.00,"[1070, 4690, 2068, 697, 6303]","[500, 500, 500, 1000, 1000]","[0, 1000, 1000, 1000, 1000]"
5727,[2964],253,0,500.00,[],[],[]
5728,"[3013, 2142, 1637, 766]",254,1,0.00,[5982],[15500],[0]
5729,[3012],254,0,500.00,[5982],[15500],[1000]
5730,[3011],254,0,500.00,[6681],[4500],[1000]
5731,[3010],254,0,500.00,"[1328, 6681]","[7000, 4500]","[1000, 1000]"
5732,[3009],254,0,500.00,[1328],[7000],[1000]
5733,[3008],254,0,500.00,[],[],[]
5734,[3007],254,0,500.00,[],[],[]
5735,[3006],254,0,500.00,[],[],[]
5736,[3005],254,0,500.00,[],[],[]
5737,[3004],254,0,500.00,[],[],[]
5738,[3003],254,0,500.00,[],[],[]
5739,[3002],254,0,500.00,[],[],[]
5740,[3001],254,0,500.00,[],[],[]
5741,[3000],254,0,500.00,[],[],[]
5742,[2999],254,0,500.00,[],[],[]
5743,[2998],254,0,500.00,[],[],[]
5744,[2997],254,0,500.00,[],[],[]
5745,[2996],254,0,500.00,[],[],[]
5746,[2995],254,0,500.00,[],[],[]
5747,[2994],254,0,500.00,[],[],[]
5748,[2993],254,0,500.00,[],[],[]
5749,[2992],254,0,500.00,[],[],[]
5750,[2991],254,0,500.00,[],[],[]
5751,[2990],254,0,500.00,[],[],[]
5752,[2989],254,0,500.00,[],[],[]
5753,[940],254,0,500.00,[],[],[]
5754,[939],254,0,500.00,[],[],[]
5755,[938],254,0,500.00,[],[],[]
5756,[937],254,0,500.00,[6384],[500],[0]
5757,[936],254,0,500.00,"[6384, 4100]","[500, 1000]","[0, 1000]"
5758,[935],254,0,500.00,"[6384, 4100, 6015]","[500, 1000, 500]","[0, 1000, 1000]"
5759,[934],254,0,500.00,[],[],[]
5760,"[905, 34, 2785, 1914]",255,1,0.00,[6015],[16000],[0]
5761,[904],255,0,500.00,[6015],[16000],[1000]
5762,[903],255,0,500.00,[],[],[]
5763,[902],255,0,500.00,[],[],[]
5764,[901],255,0,500.00,[],[],[]
5765,[1799],255,0,500.00,[],[],[]
5766,[1800],255,0,500.00,[],[],[]
5767,[1801],255,0,500.00,[],[],[]
5768,[1802],255,0,500.00,[],[],[]
5769,[1803],255,0,500.00,[],[],[]
5770,[1804],255,0,500.00,[],[],[]
5771,[1805],255,0,500.00,[],[],[]
5772,[1806],255,0,500.00,[],[],[]
5773,[1807],255,0,500.00,[],[],[]
5774,[1808],255,0,500.00,[6692],[9000],[1000]
5775,[1809],255,0,500.00,[6692],[9000],[1000]
5776,[1810],255,0,500.00,[],[],[]
5777,[1811],255,0,500.00,[],[],[]
5778,[1812],255,0,500.00,[],[],[]
5779,[1813],255,0,500.00,[],[],[]
5780,[1814],255,0,500.00,[],[],[]
5781,[1815],255,0,500.00,[],[],[]
5782,[1816],255,0,500.00,[],[],[]
5783,[1817],255,0,500.00,[],[],[]
5784,[1818],255,0,500.00,[],[],[]
5785,[1819],255,0,500.00,[],[],[]
5786,[1820],255,0,500.00,[],[],[]
5787,[1821],255,0,500.00,[],[],[]
5788,[1822],255,0,500.00,[],[],[]
5789,[1823],255,0,500.00,[2276],[500],[0]
5790,[1824],255,0,500.00,[2276],[500],[0]
5791,[1825],255,0,500.00,[2276],[500],[0]
5792,[1826],255,0,500.00,[],[],[]
5793,"[176, 1832, 2703, 1047]",256,1,0.00,"[6049, 4655]","[9000, 9000]","[0, 0]"
5794,[1833],256,0,500.00,"[6049, 4655]","[9000, 9000]","[1000, 1000]"
5795,[1834],256,0,500.00,[],[],[]
5796,[1835],256,0,500.00,"[3463, 2233, 4811, 6319]","[6500, 6500, 6500, 7500]","[0, 0, 0, 1000]"
5797,[1836],256,0,500.00,"[4811, 6319]","[6500, 7500]","[0, 1000]"
5798,[1837],256,0,500.00,"[4811, 2367]","[6500, 5500]","[1000, 0]"
5799,[1838],256,0,500.00,[2367],[5500],[0]
5800,[1839],256,0,500.00,[2367],[5500],[1000]
5801,[1840],256,0,500.00,[2802],[4000],[0]
5802,[1841],256,0,500.00,[2802],[4000],[0]
5803,[438],256,0,500.00,"[6866, 2802, 4350]","[4000, 4000, 3000]","[1000, 0, 0]"
5804,[439],256,0,500.00,"[6866, 398, 2802, 4350]","[4000, 3500, 4000, 3000]","[1000, 1000, 1000, 0]"
5805,[440],256,0,500.00,"[398, 6835, 4350, 4551]","[3500, 2000, 3000, 3000]","[1000, 0, 0, 1000]"
5806,[441],256,0,500.00,"[6835, 4350, 4551]","[2000, 3000, 3000]","[0, 1000, 1000]"
5807,[442],256,0,500.00,"[6835, 2079]","[2000, 1000]","[0, 0]"
5808,[443],256,0,500.00,"[6835, 2079]","[2000, 1000]","[1000, 0]"
5809,[444],256,0,500.00,[2079],[1000],[0]
5810,[445],256,0,500.00,"[1084, 2079]","[500, 1000]","[1000, 1000]"
5811,[446],256,0,500.00,[],[],[]
