OD_id,origin_id,destination_id,order_number,lambda
4889,439,80,143,0.002336601
4890,514,224,143,0.002336601
4891,473,54,143,0.002336601
4892,475,31,143,0.002336601
4893,6,463,143,0.002336601
4894,514,314,143,0.002336601
4895,77,164,142,0.002320261
4896,84,84,142,0.002320261
4897,56,353,142,0.002320261
4898,618,32,142,0.002320261
4899,544,582,142,0.002320261
4900,16,22,142,0.002320261
4901,34,522,142,0.002320261
4902,3,114,142,0.002320261
4903,632,131,142,0.002320261
4904,479,84,142,0.002320261
4905,380,15,142,0.002320261
4906,33,33,142,0.002320261
4907,302,307,142,0.002320261
4908,130,588,142,0.002320261
4909,219,302,142,0.002320261
4910,313,632,142,0.002320261
4911,443,398,142,0.002320261
4912,328,609,142,0.002320261
4913,501,529,142,0.002320261
4914,562,9,142,0.002320261
4915,348,313,142,0.002320261
4916,552,32,142,0.002320261
4917,535,588,142,0.002320261
4918,582,632,142,0.002320261
4919,310,348,142,0.002320261
4920,367,313,142,0.002320261
4921,404,77,142,0.002320261
4922,243,331,142,0.002320261
4923,471,335,142,0.002320261
4924,522,250,142,0.002320261
4925,609,310,142,0.002320261
4926,25,264,142,0.002320261
4927,207,314,142,0.002320261
4928,632,80,142,0.002320261
4929,56,302,142,0.002320261
4930,532,145,142,0.002320261
4931,12,379,142,0.002320261
4932,586,311,142,0.002320261
4933,95,313,142,0.002320261
4934,97,9,141,0.002303922
4935,475,14,141,0.002303922
4936,243,582,141,0.002303922
4937,97,335,141,0.002303922
4938,77,640,141,0.002303922
4939,471,9,141,0.002303922
4940,11,498,141,0.002303922
4941,463,123,141,0.002303922
4942,236,463,141,0.002303922
4943,596,522,141,0.002303922
4944,4,280,141,0.002303922
4945,514,443,141,0.002303922
4946,77,714,141,0.002303922
4947,348,34,141,0.002303922
4948,32,640,141,0.002303922
4949,224,543,141,0.002303922
4950,302,689,141,0.002303922
4951,77,5,141,0.002303922
4952,354,348,141,0.002303922
4953,588,5,141,0.002303922
4954,32,632,141,0.002303922
4955,501,397,141,0.002303922
4956,20,34,141,0.002303922
4957,609,123,141,0.002303922
4958,107,265,141,0.002303922
4959,328,334,141,0.002303922
4960,50,310,141,0.002303922
4961,97,48,141,0.002303922
4962,640,33,141,0.002303922
4963,353,385,141,0.002303922
4964,558,354,141,0.002303922
4965,414,77,141,0.002303922
4966,393,48,141,0.002303922
4967,33,64,141,0.002303922
4968,16,497,141,0.002303922
4969,498,141,141,0.002303922
4970,674,313,141,0.002303922
4971,347,80,141,0.002303922
4972,16,596,141,0.002303922
4973,498,379,140,0.002287582
4974,105,29,140,0.002287582
4975,353,15,140,0.002287582
4976,80,689,140,0.002287582
4977,3,638,140,0.002287582
4978,522,114,140,0.002287582
4979,32,562,140,0.002287582
4980,311,117,140,0.002287582
4981,48,588,140,0.002287582
4982,204,219,140,0.002287582
4983,596,145,140,0.002287582
4984,6,394,140,0.002287582
4985,295,354,140,0.002287582
4986,164,353,140,0.002287582
4987,532,473,140,0.002287582
4988,130,463,140,0.002287582
4989,145,295,140,0.002287582
4990,80,385,140,0.002287582
4991,562,204,140,0.002287582
4992,380,502,140,0.002287582
4993,26,473,140,0.002287582
4994,274,280,140,0.002287582
4995,479,596,140,0.002287582
4996,562,380,140,0.002287582
4997,471,310,140,0.002287582
4998,10,640,140,0.002287582
4999,123,97,140,0.002287582
5000,12,398,140,0.002287582
5001,638,15,140,0.002287582
5002,558,348,140,0.002287582
5003,130,170,140,0.002287582
5004,30,313,139,0.002271242
5005,33,397,139,0.002271242
5006,398,9,139,0.002271242
5007,347,230,139,0.002271242
5008,56,471,139,0.002271242
5009,586,609,139,0.002271242
5010,522,26,139,0.002271242
5011,219,443,139,0.002271242
5012,27,269,139,0.002271242
5013,302,674,139,0.002271242
5014,265,224,139,0.002271242
5015,354,328,139,0.002271242
5016,131,588,139,0.002271242
5017,131,689,139,0.002271242
5018,532,107,139,0.002271242
5019,80,114,139,0.002271242
5020,5,20,139,0.002271242
5021,77,54,139,0.002271242
5022,367,532,139,0.002271242
5023,613,80,139,0.002271242
5024,443,522,139,0.002271242
5025,163,27,139,0.002271242
5026,614,280,139,0.002271242
5027,9,511,139,0.002271242
5028,243,353,139,0.002271242
5029,398,230,139,0.002271242
5030,354,50,139,0.002271242
5031,68,29,139,0.002271242
5032,475,379,138,0.002254902
5033,230,414,138,0.002254902
5034,498,242,138,0.002254902
5035,33,30,138,0.002254902
5036,250,334,138,0.002254902
5037,68,543,138,0.002254902
5038,130,3,138,0.002254902
5039,274,9,138,0.002254902
5040,230,427,138,0.002254902
5041,16,242,138,0.002254902
5042,582,385,138,0.002254902
5043,280,242,138,0.002254902
5044,34,348,138,0.002254902
5045,638,335,138,0.002254902
5046,242,80,138,0.002254902
5047,479,2,138,0.002254902
5048,588,532,138,0.002254902
5049,12,236,138,0.002254902
5050,558,497,138,0.002254902
5051,20,689,138,0.002254902
5052,20,558,138,0.002254902
5053,2,48,138,0.002254902
5054,236,11,138,0.002254902
5055,475,95,138,0.002254902
5056,522,532,138,0.002254902
5057,84,528,138,0.002254902
5058,501,586,138,0.002254902
5059,114,582,138,0.002254902
5060,632,380,138,0.002254902
5061,3,443,138,0.002254902
5062,501,532,138,0.002254902
5063,367,95,138,0.002254902
5064,131,463,138,0.002254902
5065,640,295,138,0.002254902
5066,9,502,138,0.002254902
5067,84,558,138,0.002254902
5068,632,224,138,0.002254902
5069,393,473,138,0.002254902
5070,354,558,138,0.002254902
5071,328,379,137,0.002238562
5072,95,33,137,0.002238562
5073,348,394,137,0.002238562
5074,16,164,137,0.002238562
5075,414,311,137,0.002238562
5076,27,383,137,0.002238562
5077,224,560,137,0.002238562
5078,443,558,137,0.002238562
5079,347,105,137,0.002238562
5080,354,586,137,0.002238562
5081,393,236,137,0.002238562
5082,32,517,137,0.002238562
5083,609,393,137,0.002238562
5084,588,497,137,0.002238562
5085,682,80,137,0.002238562
5086,224,121,137,0.002238562
5087,605,353,137,0.002238562
5088,158,9,137,0.002238562
5089,250,11,137,0.002238562
5090,145,9,137,0.002238562
5091,48,15,137,0.002238562
5092,394,68,137,0.002238562
5093,588,328,137,0.002238562
5094,528,394,137,0.002238562
5095,15,310,137,0.002238562
5096,265,532,137,0.002238562
5097,348,614,137,0.002238562
5098,131,511,137,0.002238562
5099,310,385,137,0.002238562
5100,5,27,137,0.002238562
5101,558,471,137,0.002238562
5102,48,14,137,0.002238562
5103,230,204,137,0.002238562
5104,394,588,137,0.002238562
5105,80,6,137,0.002238562
5106,123,26,137,0.002238562
5107,280,130,137,0.002238562
5108,314,511,137,0.002238562
5109,380,97,137,0.002238562
5110,394,529,137,0.002238562
5111,15,196,137,0.002238562
5112,394,311,136,0.002222222
5113,313,364,136,0.002222222
5114,379,250,136,0.002222222
5115,673,158,136,0.002222222
5116,479,145,136,0.002222222
5117,367,404,136,0.002222222
5118,443,334,136,0.002222222
5119,473,280,136,0.002222222
5120,310,638,136,0.002222222
5121,614,443,136,0.002222222
5122,354,250,136,0.002222222
5123,243,393,136,0.002222222
5124,16,562,136,0.002222222
5125,614,230,136,0.002222222
5126,130,562,136,0.002222222
5127,80,307,136,0.002222222
5128,264,394,136,0.002222222
5129,498,334,136,0.002222222
5130,655,9,136,0.002222222
5131,307,354,136,0.002222222
5132,9,605,136,0.002222222
5133,48,663,136,0.002222222
5134,12,394,136,0.002222222
5135,131,295,136,0.002222222
5136,663,393,136,0.002222222
5137,145,33,136,0.002222222
5138,473,20,136,0.002222222
5139,517,473,136,0.002222222
5140,335,502,136,0.002222222
5141,473,126,136,0.002222222
5142,558,77,136,0.002222222
5143,224,511,136,0.002222222
5144,689,9,136,0.002222222
5145,10,265,136,0.002222222
5146,274,77,136,0.002222222
5147,9,25,136,0.002222222
5148,114,334,135,0.002205882
5149,3,307,135,0.002205882
5150,105,156,135,0.002205882
5151,56,10,135,0.002205882
5152,335,482,135,0.002205882
5153,596,95,135,0.002205882
5154,219,532,135,0.002205882
5155,535,114,135,0.002205882
5156,380,4,135,0.002205882
5157,3,498,135,0.002205882
5158,9,54,135,0.002205882
5159,1,80,135,0.002205882
5160,473,29,135,0.002205882
5161,558,498,135,0.002205882
5162,522,522,135,0.002205882
5163,196,230,135,0.002205882
5164,331,265,135,0.002205882
5165,479,394,135,0.002205882
5166,348,170,135,0.002205882
5167,310,398,135,0.002205882
5168,13,20,135,0.002205882
5169,353,674,135,0.002205882
5170,689,347,135,0.002205882
5171,558,443,135,0.002205882
5172,68,385,135,0.002205882
5173,107,528,135,0.002205882
5174,6,158,135,0.002205882
5175,95,379,135,0.002205882
5176,501,596,135,0.002205882
5177,314,156,135,0.002205882
5178,443,473,135,0.002205882
5179,131,367,135,0.002205882
5180,498,11,135,0.002205882
5181,280,614,135,0.002205882
5182,230,130,134,0.002189542
5183,479,334,134,0.002189542
5184,463,558,134,0.002189542
5185,123,723,134,0.002189542
5186,596,347,134,0.002189542
5187,348,3,134,0.002189542
5188,347,16,134,0.002189542
5189,12,107,134,0.002189542
5190,398,311,134,0.002189542
5191,295,48,134,0.002189542
5192,145,335,134,0.002189542
5193,11,131,134,0.002189542
5194,354,475,134,0.002189542
5195,131,471,134,0.002189542
5196,522,544,134,0.002189542
5197,6,114,134,0.002189542
5198,1,32,134,0.002189542
5199,236,117,134,0.002189542
5200,379,558,134,0.002189542
5201,140,380,134,0.002189542
5202,243,9,134,0.002189542
5203,105,508,134,0.002189542
5204,243,158,134,0.002189542
5205,313,414,134,0.002189542
5206,20,167,134,0.002189542
5207,529,586,134,0.002189542
5208,331,4,134,0.002189542
5209,379,6,134,0.002189542
5210,26,302,134,0.002189542
5211,130,141,134,0.002189542
5212,632,16,134,0.002189542
5213,498,264,134,0.002189542
5214,414,107,134,0.002189542
5215,5,314,133,0.002173203
5216,117,380,133,0.002173203
5217,588,723,133,0.002173203
5218,673,219,133,0.002173203
5219,528,314,133,0.002173203
5220,10,404,133,0.002173203
5221,609,354,133,0.002173203
5222,479,196,133,0.002173203
5223,689,380,133,0.002173203
5224,562,353,133,0.002173203
5225,393,302,133,0.002173203
5226,250,236,133,0.002173203
5227,1,219,133,0.002173203
5228,588,398,133,0.002173203
5229,9,274,133,0.002173203
5230,310,609,133,0.002173203
5231,535,443,133,0.002173203
5232,640,219,133,0.002173203
5233,614,32,133,0.002173203
5234,663,397,133,0.002173203
5235,14,314,133,0.002173203
5236,663,475,133,0.002173203
5237,310,280,133,0.002173203
5238,348,84,133,0.002173203
5239,6,498,133,0.002173203
5240,640,311,133,0.002173203
5241,25,84,133,0.002173203
5242,354,443,133,0.002173203
5243,130,107,133,0.002173203
5244,20,314,133,0.002173203
5245,163,26,133,0.002173203
5246,243,265,133,0.002173203
5247,586,334,133,0.002173203
5248,33,498,133,0.002173203
5249,6,193,133,0.002173203
5250,310,463,133,0.002173203
5251,3,463,133,0.002173203
5252,498,236,133,0.002173203
5253,280,558,133,0.002173203
5254,689,68,132,0.002156863
5255,558,588,132,0.002156863
5256,471,331,132,0.002156863
5257,2,9,132,0.002156863
5258,632,6,132,0.002156863
5259,3,295,132,0.002156863
5260,479,236,132,0.002156863
5261,13,32,132,0.002156863
5262,532,385,132,0.002156863
5263,394,334,132,0.002156863
5264,475,311,132,0.002156863
5265,311,528,132,0.002156863
5266,638,6,132,0.002156863
5267,130,385,132,0.002156863
5268,443,250,132,0.002156863
5269,517,16,132,0.002156863
5270,1,310,132,0.002156863
5271,473,497,132,0.002156863
5272,5,348,132,0.002156863
5273,2,230,132,0.002156863
5274,236,141,132,0.002156863
5275,367,26,132,0.002156863
5276,311,242,132,0.002156863
5277,302,11,132,0.002156863
5278,243,367,132,0.002156863
5279,674,532,132,0.002156863
5280,2,348,132,0.002156863
5281,50,80,132,0.002156863
5282,123,54,132,0.002156863
5283,596,48,132,0.002156863
5284,10,661,132,0.002156863
5285,131,532,132,0.002156863
5286,614,471,132,0.002156863
5287,427,16,132,0.002156863
5288,397,529,132,0.002156863
5289,331,34,132,0.002156863
5290,609,11,132,0.002156863
5291,30,31,132,0.002156863
5292,380,689,132,0.002156863
5293,3,532,131,0.002140523
5294,204,558,131,0.002140523
5295,427,80,131,0.002140523
5296,473,439,131,0.002140523
5297,379,295,131,0.002140523
5298,640,313,131,0.002140523
5299,522,348,131,0.002140523
5300,250,123,131,0.002140523
5301,354,427,131,0.002140523
5302,367,367,131,0.002140523
5303,97,380,131,0.002140523
5304,498,354,131,0.002140523
5305,618,314,131,0.002140523
5306,114,230,131,0.002140523
5307,204,80,131,0.002140523
5308,367,347,131,0.002140523
5309,204,353,131,0.002140523
5310,335,511,131,0.002140523
5311,379,529,131,0.002140523
5312,236,674,131,0.002140523
5313,404,314,131,0.002140523
5314,97,310,131,0.002140523
5315,307,302,131,0.002140523
5316,107,605,131,0.002140523
5317,302,196,131,0.002140523
5318,302,114,131,0.002140523
5319,674,3,131,0.002140523
5320,414,230,131,0.002140523
5321,663,204,131,0.002140523
5322,302,84,131,0.002140523
5323,48,558,131,0.002140523
5324,107,638,131,0.002140523
5325,535,471,131,0.002140523
5326,313,605,131,0.002140523
5327,145,558,131,0.002140523
5328,517,80,131,0.002140523
5329,16,264,131,0.002140523
5330,164,158,131,0.002140523
5331,219,522,131,0.002140523
5332,532,50,131,0.002140523
5333,502,394,131,0.002140523
5334,15,475,131,0.002140523
5335,514,77,131,0.002140523
5336,708,16,131,0.002140523
5337,16,34,131,0.002140523
5338,77,646,131,0.002140523
5339,27,652,131,0.002140523
5340,471,16,131,0.002140523
5341,32,29,131,0.002140523
5342,31,9,131,0.002140523
5343,95,348,131,0.002140523
5344,335,20,131,0.002140523
5345,354,114,131,0.002140523
5346,230,14,130,0.002124183
5347,68,250,130,0.002124183
5348,204,204,130,0.002124183
5349,663,640,130,0.002124183
5350,394,498,130,0.002124183
5351,552,582,130,0.002124183
5352,97,123,130,0.002124183
5353,609,219,130,0.002124183
5354,307,313,130,0.002124183
5355,77,30,130,0.002124183
5356,397,32,130,0.002124183
5357,230,22,130,0.002124183
5358,77,34,130,0.002124183
5359,4,56,130,0.002124183
5360,588,632,130,0.002124183
5361,15,97,130,0.002124183
5362,131,394,130,0.002124183
5363,84,394,130,0.002124183
5364,397,26,130,0.002124183
5365,463,230,130,0.002124183
5366,507,80,130,0.002124183
5367,544,219,130,0.002124183
5368,514,236,130,0.002124183
5369,32,2,130,0.002124183
5370,310,196,130,0.002124183
5371,385,314,130,0.002124183
5372,16,348,130,0.002124183
5373,708,31,130,0.002124183
5374,479,463,130,0.002124183
5375,348,48,130,0.002124183
5376,313,265,130,0.002124183
5377,6,2,130,0.002124183
5378,558,723,130,0.002124183
5379,522,723,130,0.002124183
5380,123,609,129,0.002107843
5381,302,117,129,0.002107843
5382,130,307,129,0.002107843
5383,265,26,129,0.002107843
5384,236,501,129,0.002107843
5385,30,558,129,0.002107843
5386,97,31,129,0.002107843
5387,443,68,129,0.002107843
5388,552,33,129,0.002107843
5389,204,310,129,0.002107843
5390,12,367,129,0.002107843
5391,11,522,129,0.002107843
5392,655,586,129,0.002107843
5393,379,475,129,0.002107843
5394,497,380,129,0.002107843
5395,224,479,129,0.002107843
5396,586,443,129,0.002107843
5397,4,107,129,0.002107843
5398,97,230,129,0.002107843
5399,302,609,129,0.002107843
5400,582,560,129,0.002107843
5401,84,50,129,0.002107843
5402,588,243,129,0.002107843
5403,543,307,129,0.002107843
5404,558,107,129,0.002107843
5405,1,471,129,0.002107843
5406,328,398,129,0.002107843
5407,95,311,129,0.002107843
5408,398,50,129,0.002107843
5409,562,32,129,0.002107843
5410,33,708,129,0.002107843
5411,30,224,129,0.002107843
5412,535,236,129,0.002107843
5413,379,243,129,0.002107843
5414,689,224,129,0.002107843
5415,663,30,129,0.002107843
5416,367,158,129,0.002107843
5417,393,588,128,0.002091503
5418,196,471,128,0.002091503
5419,77,392,128,0.002091503
5420,655,394,128,0.002091503
5421,10,121,128,0.002091503
5422,84,95,128,0.002091503
5423,196,380,128,0.002091503
5424,196,354,128,0.002091503
5425,131,586,128,0.002091503
5426,131,354,128,0.002091503
5427,123,114,128,0.002091503
5428,314,22,128,0.002091503
5429,130,313,128,0.002091503
5430,10,535,128,0.002091503
5431,156,511,128,0.002091503
5432,708,473,128,0.002091503
5433,117,80,128,0.002091503
5434,12,655,128,0.002091503
5435,30,230,128,0.002091503
5436,84,33,128,0.002091503
5437,624,348,128,0.002091503
5438,130,508,128,0.002091503
5439,84,502,128,0.002091503
5440,158,158,128,0.002091503
5441,295,663,128,0.002091503
5442,30,475,128,0.002091503
5443,145,204,128,0.002091503
5444,145,353,128,0.002091503
5445,586,123,128,0.002091503
5446,673,311,127,0.002075163
5447,532,514,127,0.002075163
5448,353,307,127,0.002075163
5449,502,84,127,0.002075163
5450,130,479,127,0.002075163
5451,501,280,127,0.002075163
5452,20,158,127,0.002075163
5453,5,31,127,0.002075163
5454,68,141,127,0.002075163
5455,22,353,127,0.002075163
5456,193,15,127,0.002075163
5457,123,204,127,0.002075163
5458,25,380,127,0.002075163
5459,463,588,127,0.002075163
5460,274,498,127,0.002075163
5461,33,97,127,0.002075163
5462,682,314,127,0.002075163
5463,10,398,127,0.002075163
5464,313,117,127,0.002075163
5465,2,68,127,0.002075163
5466,264,27,127,0.002075163
5467,614,596,127,0.002075163
5468,331,605,127,0.002075163
5469,663,479,127,0.002075163
5470,56,379,127,0.002075163
5471,663,443,127,0.002075163
5472,331,682,127,0.002075163
5473,1,5,127,0.002075163
5474,145,158,127,0.002075163
5475,3,145,127,0.002075163
5476,582,1,127,0.002075163
5477,394,655,127,0.002075163
5478,196,708,127,0.002075163
5479,107,56,127,0.002075163
5480,56,16,127,0.002075163
5481,393,532,127,0.002075163
5482,224,552,127,0.002075163
5483,196,68,127,0.002075163
5484,243,609,127,0.002075163
5485,354,295,127,0.002075163
5486,348,498,127,0.002075163
5487,171,31,127,0.002075163
5488,33,632,127,0.002075163
5489,13,348,126,0.002058824
5490,193,32,126,0.002058824
5491,250,443,126,0.002058824
5492,145,230,126,0.002058824
5493,443,614,126,0.002058824
5494,163,16,126,0.002058824
5495,593,331,126,0.002058824
5496,274,123,126,0.002058824
5497,68,398,126,0.002058824
5498,663,1,126,0.002058824
5499,10,614,126,0.002058824
5500,529,107,126,0.002058824
5501,614,236,126,0.002058824
5502,354,307,126,0.002058824
5503,379,307,126,0.002058824
5504,107,242,126,0.002058824
5505,347,20,126,0.002058824
5506,638,588,126,0.002058824
5507,130,471,126,0.002058824
5508,280,663,126,0.002058824
5509,414,353,126,0.002058824
5510,582,605,126,0.002058824
5511,2,15,126,0.002058824
5512,367,414,126,0.002058824
5513,593,353,126,0.002058824
5514,609,586,126,0.002058824
5515,404,582,126,0.002058824
5516,95,219,126,0.002058824
5517,68,560,126,0.002058824
5518,609,236,126,0.002058824
5519,250,588,126,0.002058824
5520,404,84,126,0.002058824
5521,3,427,126,0.002058824
5522,596,348,126,0.002058824
5523,517,335,126,0.002058824
5524,638,68,126,0.002058824
5525,12,393,126,0.002058824
5526,331,514,126,0.002058824
5527,414,609,126,0.002058824
5528,261,367,126,0.002058824
5529,9,56,126,0.002058824
5530,558,11,126,0.002058824
5531,84,392,126,0.002058824
5532,638,348,126,0.002058824
5533,130,674,126,0.002058824
5534,48,107,126,0.002058824
5535,535,107,126,0.002058824
5536,105,593,126,0.002058824
5537,34,638,126,0.002058824
5538,334,331,126,0.002058824
5539,673,16,126,0.002058824
5540,380,714,125,0.002042484
5541,130,264,125,0.002042484
5542,310,97,125,0.002042484
5543,385,331,125,0.002042484
5544,130,25,125,0.002042484
5545,558,367,125,0.002042484
5546,6,307,125,0.002042484
5547,498,498,125,0.002042484
5548,543,68,125,0.002042484
5549,68,1,125,0.002042484
5550,302,517,125,0.002042484
5551,663,394,125,0.002042484
5552,552,230,125,0.002042484
5553,310,114,125,0.002042484
5554,535,95,125,0.002042484
5555,674,236,125,0.002042484
5556,552,380,125,0.002042484
5557,380,646,125,0.002042484
5558,68,68,125,0.002042484
5559,414,596,125,0.002042484
5560,514,331,125,0.002042484
5561,196,14,125,0.002042484
5562,68,497,125,0.002042484
5563,380,439,125,0.002042484
5564,544,32,125,0.002042484
5565,295,353,125,0.002042484
5566,586,230,125,0.002042484
5567,236,242,125,0.002042484
5568,219,84,125,0.002042484
5569,163,158,125,0.002042484
5570,605,243,125,0.002042484
5571,243,532,125,0.002042484
5572,10,14,125,0.002042484
5573,261,27,125,0.002042484
5574,668,27,125,0.002042484
5575,558,170,125,0.002042484
5576,131,347,125,0.002042484
5577,9,265,125,0.002042484
5578,522,280,125,0.002042484
5579,393,32,125,0.002042484
5580,107,497,125,0.002042484
5581,34,6,125,0.002042484
5582,532,398,125,0.002042484
5583,10,427,125,0.002042484
5584,242,105,125,0.002042484
5585,6,596,125,0.002042484
5586,27,246,125,0.002042484
5587,33,674,125,0.002042484
5588,404,310,125,0.002042484
5589,243,335,125,0.002042484
5590,105,121,125,0.002042484
5591,33,532,125,0.002042484
5592,586,498,125,0.002042484
5593,473,682,124,0.002026144
5594,107,4,124,0.002026144
5595,131,11,124,0.002026144
5596,348,393,124,0.002026144
5597,479,64,124,0.002026144
5598,367,33,124,0.002026144
5599,4,529,124,0.002026144
5600,479,30,124,0.002026144
5601,354,663,124,0.002026144
5602,3,586,124,0.002026144
5603,48,236,124,0.002026144
5604,265,443,124,0.002026144
5605,535,596,124,0.002026144
5606,385,379,124,0.002026144
5607,15,204,124,0.002026144
5608,131,497,124,0.002026144
5609,196,131,124,0.002026144
5610,236,638,124,0.002026144
5611,596,6,124,0.002026144
5612,107,392,124,0.002026144
5613,145,14,124,0.002026144
5614,380,274,124,0.002026144
5615,107,114,124,0.002026144
5616,4,397,124,0.002026144
5617,4,50,124,0.002026144
5618,614,497,124,0.002026144
5619,20,171,124,0.002026144
5620,588,30,124,0.002026144
5621,171,224,124,0.002026144
5622,274,310,124,0.002026144
5623,236,243,124,0.002026144
5624,31,348,124,0.002026144
5625,558,84,124,0.002026144
5626,131,280,124,0.002026144
5627,543,354,124,0.002026144
5628,224,85,124,0.002026144
5629,331,14,124,0.002026144
5630,77,517,124,0.002026144
5631,479,439,124,0.002026144
5632,11,85,124,0.002026144
5633,77,64,123,0.002009804
5634,397,558,123,0.002009804
5635,663,535,123,0.002009804
5636,655,84,123,0.002009804
5637,596,33,123,0.002009804
5638,497,310,123,0.002009804
5639,9,517,123,0.002009804
5640,27,140,123,0.002009804
5641,404,9,123,0.002009804
5642,673,479,123,0.002009804
5643,532,347,123,0.002009804
5644,614,397,123,0.002009804
5645,302,50,123,0.002009804
5646,84,535,123,0.002009804
5647,1,16,123,0.002009804
5648,479,280,123,0.002009804
5649,414,393,123,0.002009804
5650,307,638,123,0.002009804
5651,379,638,123,0.002009804
5652,13,6,123,0.002009804
5653,367,114,123,0.002009804
5654,517,380,123,0.002009804
5655,532,33,123,0.002009804
5656,596,50,123,0.002009804
5657,640,31,123,0.002009804
5658,632,348,123,0.002009804
5659,56,398,123,0.002009804
5660,535,131,123,0.002009804
5661,522,121,123,0.002009804
5662,30,471,123,0.002009804
5663,394,302,123,0.002009804
5664,609,397,123,0.002009804
5665,328,10,123,0.002009804
5666,502,498,123,0.002009804
5667,328,588,123,0.002009804
5668,27,673,123,0.002009804
5669,475,68,123,0.002009804
5670,674,26,123,0.002009804
5671,11,586,123,0.002009804
5672,348,508,123,0.002009804
5673,29,20,123,0.002009804
5674,588,614,123,0.002009804
5675,16,307,123,0.002009804
5676,123,141,123,0.002009804
5677,295,475,123,0.002009804
5678,310,15,123,0.002009804
5679,674,48,123,0.002009804
5680,380,427,123,0.002009804
5681,586,10,123,0.002009804
5682,123,14,123,0.002009804
5683,528,310,123,0.002009804
5684,230,517,123,0.002009804
5685,543,353,122,0.001993464
5686,56,68,122,0.001993464
5687,544,380,122,0.001993464
5688,367,6,122,0.001993464
5689,20,195,122,0.001993464
5690,114,310,122,0.001993464
5691,224,196,122,0.001993464
5692,243,230,122,0.001993464
5693,397,414,122,0.001993464
5694,328,11,122,0.001993464
5695,123,427,122,0.001993464
5696,15,380,122,0.001993464
5697,532,302,122,0.001993464
5698,380,562,122,0.001993464
5699,80,348,122,0.001993464
5700,12,11,122,0.001993464
5701,588,661,122,0.001993464
5702,354,723,122,0.001993464
5703,311,34,122,0.001993464
5704,32,614,122,0.001993464
5705,674,11,122,0.001993464
5706,131,84,122,0.001993464
5707,27,175,122,0.001993464
5708,34,347,122,0.001993464
5709,532,532,122,0.001993464
5710,502,655,122,0.001993464
5711,4,394,122,0.001993464
5712,114,224,122,0.001993464
5713,33,20,122,0.001993464
5714,558,236,122,0.001993464
5715,313,1,122,0.001993464
5716,1,354,122,0.001993464
5717,302,655,122,0.001993464
5718,15,302,122,0.001993464
5719,274,32,122,0.001993464
5720,20,723,122,0.001993464
5721,30,347,122,0.001993464
5722,501,141,122,0.001993464
5723,543,230,122,0.001993464
5724,558,20,122,0.001993464
5725,84,614,122,0.001993464
5726,348,655,122,0.001993464
5727,586,236,122,0.001993464
5728,311,632,122,0.001993464
5729,535,141,122,0.001993464
5730,354,414,122,0.001993464
5731,302,528,122,0.001993464
5732,265,236,122,0.001993464
5733,473,26,121,0.001977124
5734,397,48,121,0.001977124
5735,204,145,121,0.001977124
5736,558,558,121,0.001977124
5737,663,586,121,0.001977124
5738,663,532,121,0.001977124
5739,11,663,121,0.001977124
5740,475,196,121,0.001977124
5741,230,528,121,0.001977124
5742,219,498,121,0.001977124
5743,16,97,121,0.001977124
5744,25,394,121,0.001977124
5745,331,196,121,0.001977124
5746,311,605,121,0.001977124
5747,529,335,121,0.001977124
5748,84,158,121,0.001977124
5749,682,105,121,0.001977124
5750,26,502,121,0.001977124
5751,15,463,121,0.001977124
5752,614,394,121,0.001977124
5753,552,473,121,0.001977124
5754,84,141,121,0.001977124
5755,264,353,121,0.001977124
5756,158,230,121,0.001977124
5757,105,140,121,0.001977124
5758,562,123,121,0.001977124
5759,404,224,121,0.001977124
5760,614,522,121,0.001977124
5761,638,295,121,0.001977124
5762,380,196,121,0.001977124
5763,385,84,121,0.001977124
5764,140,80,121,0.001977124
5765,689,6,121,0.001977124
5766,663,84,121,0.001977124
5767,34,158,121,0.001977124
5768,224,708,121,0.001977124
5769,394,84,121,0.001977124
5770,131,348,121,0.001977124
5771,655,265,121,0.001977124
5772,20,1,121,0.001977124
5773,307,131,121,0.001977124
5774,33,121,121,0.001977124
5775,307,33,121,0.001977124
5776,535,385,121,0.001977124
5777,224,114,121,0.001977124
5778,640,475,121,0.001977124
5779,498,302,120,0.001960784
5780,383,353,120,0.001960784
5781,353,145,120,0.001960784
5782,596,535,120,0.001960784
5783,609,243,120,0.001960784
5784,77,383,120,0.001960784
5785,354,196,120,0.001960784
5786,15,295,120,0.001960784
5787,479,543,120,0.001960784
5788,529,9,120,0.001960784
5789,640,353,120,0.001960784
5790,353,313,120,0.001960784
5791,473,543,120,0.001960784
5792,6,195,120,0.001960784
5793,353,614,120,0.001960784
5794,6,236,120,0.001960784
5795,354,15,120,0.001960784
5796,16,501,120,0.001960784
5797,1,95,120,0.001960784
5798,80,414,120,0.001960784
5799,196,95,120,0.001960784
5800,2,123,120,0.001960784
5801,586,596,120,0.001960784
5802,2,311,120,0.001960784
5803,404,379,120,0.001960784
5804,674,295,120,0.001960784
5805,689,302,120,0.001960784
5806,673,131,120,0.001960784
5807,609,443,120,0.001960784
5808,130,560,120,0.001960784
5809,243,514,120,0.001960784
5810,204,170,120,0.001960784
5811,393,529,120,0.001960784
5812,522,427,120,0.001960784
5813,196,33,120,0.001960784
5814,596,313,120,0.001960784
5815,393,586,120,0.001960784
5816,158,582,120,0.001960784
5817,379,674,120,0.001960784
5818,145,522,120,0.001960784
5819,131,131,120,0.001960784
